temperature,humidity,soil_moisture,rainfall,light,acoustic,motion,season,timestamp
35.35,29.43,22.58,0.55,922.57,43.93,1,summer,2026-07-12T16:54:41.961634
34.98,38.27,21.9,2.54,625.81,47.54,1,summer,2026-07-12T17:02:41.961634
35.01,31.35,20.72,1.25,883.11,56.61,0,summer,2026-07-12T17:10:41.961634
36.78,29.96,22.58,5.05,636.62,42.18,0,summer,2026-07-12T17:18:41.961634
34.54,28.57,28.24,3.95,312.06,73.76,0,summer,2026-07-12T17:26:41.961634
38.34,42.31,23.0,2.22,383.76,64.01,0,summer,2026-07-12T17:34:41.961634
34.63,42.7,37.14,5.89,537.51,51.75,1,summer,2026-07-12T17:42:41.961634
39.89,42.13,25.28,1.54,764.58,65.55,0,summer,2026-07-12T17:50:41.961634
36.77,36.42,18.95,5.57,935.34,78.11,0,summer,2026-07-12T17:58:41.961634
36.78,35.77,21.88,4.57,652.38,50.18,0,summer,2026-07-12T18:06:41.961634
37.61,34.41,34.44,4.84,522.02,50.72,1,summer,2026-07-12T18:14:41.961634
39.51,40.39,32.99,7.54,997.41,83.1,0,summer,2026-07-12T18:22:41.961634
37.31,39.57,21.26,2.71,650.88,57.01,0,summer,2026-07-12T18:30:41.961634
39.55,39.64,26.01,2.21,774.39,45.49,0,summer,2026-07-12T18:38:41.961634
37.59,42.47,29.52,4.31,850.52,68.57,0,summer,2026-07-12T18:46:41.961634
35.34,36.99,15.37,6.29,649.89,26.43,0,summer,2026-07-12T18:54:41.961634
30.45,55.48,28.06,0.0,22.28,54.95,0,summer,2026-07-12T19:02:41.961634
30.71,56.75,12.77,5.69,34.91,36.71,1,summer,2026-07-12T19:10:41.961634
28.46,65.78,19.18,0.0,40.91,55.72,0,summer,2026-07-12T19:18:41.961634
28.22,52.32,20.15,3.24,15.52,51.95,0,summer,2026-07-12T19:26:41.961634
28.88,57.6,26.23,4.6,46.71,39.17,0,summer,2026-07-12T19:34:41.961634
26.94,55.78,8.37,1.44,45.0,65.02,1,summer,2026-07-12T19:42:41.961634
29.85,63.66,33.3,3.84,23.51,74.19,0,summer,2026-07-12T19:50:41.961634
30.28,67.92,28.05,3.68,43.65,43.56,1,summer,2026-07-12T19:58:41.961634
25.67,56.17,23.42,2.58,18.05,41.2,1,summer,2026-07-12T20:06:41.961634
30.78,60.63,23.85,3.84,14.45,32.95,0,summer,2026-07-12T20:14:41.961634
27.6,55.04,20.21,5.59,21.94,43.69,0,summer,2026-07-12T20:22:41.961634
30.85,58.06,21.79,4.82,28.54,30.24,0,summer,2026-07-12T20:30:41.961634
27.45,65.5,15.12,4.48,15.71,47.85,0,summer,2026-07-12T20:38:41.961634
30.12,63.86,30.3,4.57,24.76,63.25,0,summer,2026-07-12T20:46:41.961634
25.17,59.67,35.28,0.72,15.39,55.05,0,summer,2026-07-12T20:54:41.961634
29.93,55.64,31.83,5.13,43.03,57.26,0,summer,2026-07-12T21:02:41.961634
28.92,65.21,16.4,5.81,31.06,39.49,0,summer,2026-07-12T21:10:41.961634
25.22,65.39,21.8,5.28,9.13,54.22,0,summer,2026-07-12T21:18:41.961634
27.27,57.36,9.91,4.91,24.86,43.49,0,summer,2026-07-12T21:26:41.961634
25.17,56.63,17.22,6.38,35.25,48.84,0,summer,2026-07-12T21:34:41.961634
30.8,54.08,26.89,2.78,9.62,35.07,1,summer,2026-07-12T21:42:41.961634
14.93,30.152853173760377,32.07,5.85,25.42,85.64881819384571,0,summer,2026-07-12T21:50:41.961634
27.51,55.69,24.85,1.48,48.43,26.34,0,summer,2026-07-12T21:58:41.961634
27.99,65.64,17.54,8.27,18.19,40.88,0,summer,2026-07-12T22:06:41.961634
30.49,57.71,19.9,4.0,13.34,36.47,0,summer,2026-07-12T22:14:41.961634
26.89,61.43,18.84,3.7,37.18,72.74,0,summer,2026-07-12T22:22:41.961634
27.1,53.49,34.49,4.08,48.67,38.39,0,summer,2026-07-12T22:30:41.961634
29.82,66.13,20.15,1.37,4.49,33.15,0,summer,2026-07-12T22:38:41.961634
29.13,58.63,17.75,2.33,26.39,72.29,1,summer,2026-07-12T22:46:41.961634
25.28,52.86,22.03,4.18,31.88,67.52,0,summer,2026-07-12T22:54:41.961634
30.61,56.56,7.98,0.48,10.33,66.94,1,summer,2026-07-12T23:02:41.961634
29.25,60.97,16.26,4.57,19.0,47.19,0,summer,2026-07-12T23:10:41.961634
28.24,54.23,27.84,5.0,14.12,76.32,0,summer,2026-07-12T23:18:41.961634
28.09,58.03,29.89,8.53,26.16,39.41,1,summer,2026-07-12T23:26:41.961634
30.8,60.46,31.33,4.91,3.34,83.13,0,summer,2026-07-12T23:34:41.961634
29.55,63.64,23.27,9.41,36.67,28.22,0,summer,2026-07-12T23:42:41.961634
26.94,63.4,31.97,0.78,13.88,29.4,0,summer,2026-07-12T23:50:41.961634
25.74,58.68,33.75,3.51,34.56,60.54,0,summer,2026-07-12T23:58:41.961634
12.670000000000002,16.621277223303125,16.96,1.57,37.54,83.27475007909092,0,summer,2026-07-13T00:06:41.961634
26.57,52.91,30.17,3.35,30.87,71.25,0,summer,2026-07-13T00:14:41.961634
25.2,66.73,29.62,4.53,42.21,42.77,0,summer,2026-07-13T00:22:41.961634
28.88,66.04,26.59,9.41,23.79,62.58,0,summer,2026-07-13T00:30:41.961634
30.82,59.91,29.15,8.2,12.5,63.98,0,summer,2026-07-13T00:38:41.961634
28.42,61.23,24.9,1.45,6.63,64.32,1,summer,2026-07-13T00:46:41.961634
30.02,65.18,29.99,0.15,48.96,37.49,0,summer,2026-07-13T00:54:41.961634
28.98,62.0,21.06,3.55,48.6,72.68,0,summer,2026-07-13T01:02:41.961634
26.56,55.8,25.08,1.11,11.58,63.33,0,summer,2026-07-13T01:10:41.961634
25.35,53.69,7.81,2.39,6.57,28.58,1,summer,2026-07-13T01:18:41.961634
28.66,59.73,13.47,3.99,48.29,74.24,0,summer,2026-07-13T01:26:41.961634
27.75,62.91,10.32,3.43,32.69,73.45,0,summer,2026-07-13T01:34:41.961634
25.01,52.19,35.06,0.0,27.77,66.1,0,summer,2026-07-13T01:42:41.961634
30.87,55.5,26.75,6.0,47.48,42.97,0,summer,2026-07-13T01:50:41.961634
27.05,61.88,23.21,3.13,28.14,31.18,0,summer,2026-07-13T01:58:41.961634
26.74,57.7,29.13,4.45,8.59,34.18,0,summer,2026-07-13T02:06:41.961634
26.42,58.65,25.03,5.42,37.33,50.08,0,summer,2026-07-13T02:14:41.961634
25.95,62.66,33.48,0.0,14.75,43.85,0,summer,2026-07-13T02:22:41.961634
25.27,61.53,24.08,3.98,0.42,46.81,0,summer,2026-07-13T02:30:41.961634
27.8,62.46,22.27,1.06,14.57,82.5,0,summer,2026-07-13T02:38:41.961634
27.19,61.49,22.82,4.59,7.82,27.15,0,summer,2026-07-13T02:46:41.961634
29.33,55.71,27.44,8.95,30.12,49.9,0,summer,2026-07-13T02:54:41.961634
29.87,52.16,13.98,5.14,22.27,33.12,0,summer,2026-07-13T03:02:41.961634
30.13,61.06,33.3,1.7,32.31,45.52,1,summer,2026-07-13T03:10:41.961634
30.54,62.23,28.14,4.04,7.66,66.25,0,summer,2026-07-13T03:18:41.961634
30.76,52.59,33.61,5.91,21.56,47.74,1,summer,2026-07-13T03:26:41.961634
26.95,64.08,19.97,4.28,7.04,73.35,1,summer,2026-07-13T03:34:41.961634
29.24,65.25,24.3,2.97,37.02,55.67,0,summer,2026-07-13T03:42:41.961634
30.17,63.6,28.02,4.2,25.63,35.79,0,summer,2026-07-13T03:50:41.961634
25.14,56.28,31.73,9.02,21.92,51.42,1,summer,2026-07-13T03:58:41.961634
27.58,59.31,22.3,7.3,18.59,40.36,0,summer,2026-07-13T04:06:41.961634
30.16,65.69,16.48,3.92,38.1,42.17,0,summer,2026-07-13T04:14:41.961634
26.16,55.7,19.82,5.62,30.44,32.38,1,summer,2026-07-13T04:22:41.961634
28.9,63.59,24.35,3.71,14.21,72.73,0,summer,2026-07-13T04:30:41.961634
28.54,67.97,29.74,5.86,40.52,37.34,1,summer,2026-07-13T04:38:41.961634
30.65,59.65,14.37,0.12,4.31,30.64,0,summer,2026-07-13T04:46:41.961634
25.94,62.69,11.91,0.0,9.87,69.84,1,summer,2026-07-13T04:54:41.961634
29.12,62.69,32.17,3.88,8.15,63.28,0,summer,2026-07-13T05:02:41.961634
28.61,52.44,21.99,1.61,18.46,66.46,1,summer,2026-07-13T05:10:41.961634
25.41,65.85,7.44,1.09,2.29,63.36,1,summer,2026-07-13T05:18:41.961634
25.78,61.18,24.68,4.41,28.56,58.67,1,summer,2026-07-13T05:26:41.961634
28.08,53.7,29.35,2.69,42.79,36.51,0,summer,2026-07-13T05:34:41.961634
26.46,64.82,33.65,8.97,28.81,33.18,0,summer,2026-07-13T05:42:41.961634
29.34,56.52,14.62,8.93,40.53,67.6,0,summer,2026-07-13T05:50:41.961634
27.3,67.73,19.82,9.52,28.55,32.31,1,summer,2026-07-13T05:58:41.961634
36.39,31.47,28.08,2.39,706.56,52.85,0,summer,2026-07-13T06:06:41.961634
36.58,38.57,33.43,4.44,534.07,69.66,0,summer,2026-07-13T06:14:41.961634
36.21,36.74,10.11,2.8,612.64,50.7,0,summer,2026-07-13T06:22:41.961634
34.4,37.97,15.35,5.01,892.61,42.77,0,summer,2026-07-13T06:30:41.961634
38.18,42.17,25.97,7.35,790.14,26.18,0,summer,2026-07-13T06:38:41.961634
34.45,29.89,15.7,0.38,921.26,70.75,0,summer,2026-07-13T06:46:41.961634
34.65,27.22,37.33,5.91,500.08,67.52,0,summer,2026-07-13T06:54:41.961634
35.39,35.45,19.36,3.79,387.24,39.31,0,summer,2026-07-13T07:02:41.961634
21.89,5.0,29.56,3.73,974.88,109.51692664645388,0,summer,2026-07-13T07:10:41.961634
37.89,29.65,15.44,2.98,631.79,75.31,0,summer,2026-07-13T07:18:41.961634
39.3,29.09,19.29,5.8,453.78,61.9,0,summer,2026-07-13T07:26:41.961634
35.87,31.78,20.21,2.53,413.63,61.88,0,summer,2026-07-13T07:34:41.961634
35.37,37.42,26.64,3.11,430.91,75.0,1,summer,2026-07-13T07:42:41.961634
39.79,34.56,23.26,7.78,934.14,27.59,0,summer,2026-07-13T07:50:41.961634
22.740000000000002,5.0,34.05,5.22,862.02,106.43600446532767,0,summer,2026-07-13T07:58:41.961634
37.2,42.78,10.32,4.56,429.57,65.28,0,summer,2026-07-13T08:06:41.961634
39.1,42.93,33.67,4.89,954.88,84.21,1,summer,2026-07-13T08:14:41.961634
34.64,27.1,20.01,3.3,564.12,28.88,0,summer,2026-07-13T08:22:41.961634
37.21,36.06,6.01,2.98,724.92,55.79,0,summer,2026-07-13T08:30:41.961634
34.59,31.3,6.47,4.59,946.17,39.67,0,summer,2026-07-13T08:38:41.961634
38.19,42.59,13.27,7.05,987.73,39.49,0,summer,2026-07-13T08:46:41.961634
39.87,42.13,24.42,4.12,655.58,45.2,0,summer,2026-07-13T08:54:41.961634
39.05,40.4,20.47,8.56,394.02,39.25,0,summer,2026-07-13T09:02:41.961634
35.7,30.97,23.09,4.97,915.16,56.77,0,summer,2026-07-13T09:10:41.961634
39.74,31.01,17.54,1.0,486.79,82.39,0,summer,2026-07-13T09:18:41.961634
37.36,35.02,17.36,3.75,843.96,55.12,1,summer,2026-07-13T09:26:41.961634
37.32,34.94,27.01,5.06,353.0,62.28,0,summer,2026-07-13T09:34:41.961634
37.84,33.64,31.37,5.82,404.51,79.07,1,summer,2026-07-13T09:42:41.961634
35.15,27.17,27.13,6.42,789.35,64.99,0,summer,2026-07-13T09:50:41.961634
50.49,5.0,30.55,2.74,940.44,91.13399863848778,1,summer,2026-07-13T09:58:41.961634
34.21,41.3,15.95,5.02,317.38,56.73,0,summer,2026-07-13T10:06:41.961634
39.29,32.68,16.79,4.2,779.33,55.24,0,summer,2026-07-13T10:14:41.961634
37.13,27.46,31.89,0.0,356.95,51.95,0,summer,2026-07-13T10:22:41.961634
38.44,27.15,30.49,2.15,971.61,56.65,0,summer,2026-07-13T10:30:41.961634
37.79,29.39,28.27,5.96,944.98,63.1,0,summer,2026-07-13T10:38:41.961634
39.6,28.85,14.42,4.86,316.63,80.2,0,summer,2026-07-13T10:46:41.961634
39.4,35.34,14.41,8.05,482.91,68.23,0,summer,2026-07-13T10:54:41.961634
49.99,5.0,23.31,1.6,554.46,109.95667894082052,0,summer,2026-07-13T11:02:41.961634
36.01,33.82,24.83,6.8,957.85,26.91,0,summer,2026-07-13T11:10:41.961634
34.89,36.66,16.7,5.19,548.16,65.67,0,summer,2026-07-13T11:18:41.961634
35.65,34.9,21.17,3.41,944.84,39.49,0,summer,2026-07-13T11:26:41.961634
37.62,38.21,25.01,6.75,434.53,38.32,0,summer,2026-07-13T11:34:41.961634
36.54,29.04,14.52,5.88,861.41,64.68,0,summer,2026-07-13T11:42:41.961634
39.23,41.99,29.61,4.87,698.45,83.4,0,summer,2026-07-13T11:50:41.961634
38.76,41.88,26.34,4.6,403.79,38.15,1,summer,2026-07-13T11:58:41.961634
36.46,34.58,31.33,3.06,607.15,67.02,0,summer,2026-07-13T12:06:41.961634
39.55,39.21,23.49,5.9,346.03,42.05,0,summer,2026-07-13T12:14:41.961634
39.89,28.17,24.65,3.4,956.34,68.55,0,summer,2026-07-13T12:22:41.961634
39.89,41.93,15.08,4.86,782.18,64.14,0,summer,2026-07-13T12:30:41.961634
35.98,27.8,19.33,0.51,417.99,61.33,1,summer,2026-07-13T12:38:41.961634
36.08,32.48,12.24,2.24,421.67,26.57,0,summer,2026-07-13T12:46:41.961634
39.31,30.52,18.6,2.17,410.27,74.75,0,summer,2026-07-13T12:54:41.961634
21.090000000000003,5.0,13.63,4.43,568.69,52.5231335108634,0,summer,2026-07-13T13:02:41.961634
35.59,37.51,18.69,5.85,728.7,82.77,0,summer,2026-07-13T13:10:41.961634
37.3,39.36,21.83,2.93,398.34,33.04,0,summer,2026-07-13T13:18:41.961634
39.93,29.09,20.14,2.66,462.63,64.81,0,summer,2026-07-13T13:26:41.961634
34.41,37.0,17.05,7.15,333.36,46.6,0,summer,2026-07-13T13:34:41.961634
38.94,41.54,16.52,0.5,991.76,55.03,0,summer,2026-07-13T13:42:41.961634
39.42,29.81,29.13,3.87,916.26,71.12,0,summer,2026-07-13T13:50:41.961634
39.95,39.81,33.22,0.0,500.29,74.79,1,summer,2026-07-13T13:58:41.961634
35.38,34.56,19.19,3.35,430.15,45.05,0,summer,2026-07-13T14:06:41.961634
39.33,33.48,33.81,4.02,307.34,63.24,0,summer,2026-07-13T14:14:41.961634
39.08,32.38,22.58,3.79,966.13,33.66,1,summer,2026-07-13T14:22:41.961634
36.05,37.81,25.1,4.66,342.14,72.25,0,summer,2026-07-13T14:30:41.961634
37.16,34.79,15.47,2.67,576.08,37.99,1,summer,2026-07-13T14:38:41.961634
51.97,5.0,8.55,0.39,981.97,113.02037199952741,0,summer,2026-07-13T14:46:41.961634
38.26,41.36,18.88,5.88,364.99,34.7,0,summer,2026-07-13T14:54:41.961634
36.98,28.83,28.32,4.35,382.01,37.91,0,summer,2026-07-13T15:02:41.961634
38.06,40.02,21.07,4.27,899.46,75.32,0,summer,2026-07-13T15:10:41.961634
30.33,82.72,52.27,14.71,874.68,35.58,0,monsoon,2026-07-13T15:18:41.961634
30.75,80.23,48.36,30.29,724.9,81.7,0,monsoon,2026-07-13T15:26:41.961634
29.08,82.68,71.76,39.87,901.32,74.49,1,monsoon,2026-07-13T15:34:41.961634
30.88,80.67,48.75,59.62,966.72,49.67,0,monsoon,2026-07-13T15:42:41.961634
30.45,78.77,77.51,37.23,324.66,49.85,0,monsoon,2026-07-13T15:50:41.961634
27.3,77.87,66.6,36.78,860.08,38.12,0,monsoon,2026-07-13T15:58:41.961634
31.52,74.68,62.74,38.76,646.33,66.08,1,monsoon,2026-07-13T16:06:41.961634
29.67,79.8,69.12,62.31,778.79,41.84,1,monsoon,2026-07-13T16:14:41.961634
31.78,76.15,75.22,37.19,956.94,70.83,0,monsoon,2026-07-13T16:22:41.961634
26.71,87.74,86.21,49.74,714.77,66.3,0,monsoon,2026-07-13T16:30:41.961634
31.17,78.35,90.62,34.91,914.75,47.03,0,monsoon,2026-07-13T16:38:41.961634
30.21,83.12,64.36,26.08,585.2,32.45,1,monsoon,2026-07-13T16:46:41.961634
30.83,85.54,58.21,20.25,347.04,37.96,0,monsoon,2026-07-13T16:54:41.961634
27.83,75.49,70.18,47.61,495.38,31.15,0,monsoon,2026-07-13T17:02:41.961634
31.66,79.21,84.63,48.09,620.49,60.1,0,monsoon,2026-07-13T17:10:41.961634
27.71,83.45,70.97,31.66,411.96,80.4,0,monsoon,2026-07-13T17:18:41.961634
31.52,87.74,65.31,53.47,632.53,84.04,0,monsoon,2026-07-13T17:26:41.961634
43.86,44.291501961057776,62.46,38.69,418.65,84.4607053344354,0,monsoon,2026-07-13T17:34:41.961634
28.02,73.1,54.29,36.46,481.07,26.89,0,monsoon,2026-07-13T17:42:41.961634
26.27,84.48,93.6,20.43,591.45,43.68,0,monsoon,2026-07-13T17:50:41.961634
28.26,87.88,52.87,31.01,936.37,28.99,0,monsoon,2026-07-13T17:58:41.961634
30.07,76.36,64.57,33.17,936.18,62.11,0,monsoon,2026-07-13T18:06:41.961634
28.35,86.23,87.28,32.84,619.59,64.91,0,monsoon,2026-07-13T18:14:41.961634
28.08,84.59,50.51,17.05,972.9,50.42,0,monsoon,2026-07-13T18:22:41.961634
30.27,75.21,56.12,29.72,969.6,29.24,0,monsoon,2026-07-13T18:30:41.961634
29.23,74.91,71.59,52.9,544.35,68.84,0,monsoon,2026-07-13T18:38:41.961634
27.8,79.11,77.52,27.8,620.07,61.41,0,monsoon,2026-07-13T18:46:41.961634
30.33,74.91,90.16,41.48,301.61,70.47,0,monsoon,2026-07-13T18:54:41.961634
24.41,92.91,52.4,53.51,14.13,84.34,0,monsoon,2026-07-13T19:02:41.961634
24.13,99.68,72.13,42.47,33.18,32.17,0,monsoon,2026-07-13T19:10:41.961634
23.83,100.0,69.15,31.84,26.13,32.09,0,monsoon,2026-07-13T19:18:41.961634
26.44,100.0,57.18,53.2,21.48,78.63,0,monsoon,2026-07-13T19:26:41.961634
25.5,87.41,73.44,49.72,27.33,39.06,0,monsoon,2026-07-13T19:34:41.961634
21.8,94.69,67.89,28.84,39.53,54.6,0,monsoon,2026-07-13T19:42:41.961634
26.11,98.21,56.1,32.35,36.39,51.44,0,monsoon,2026-07-13T19:50:41.961634
22.09,95.22,75.99,35.95,4.47,25.7,0,monsoon,2026-07-13T19:58:41.961634
22.22,94.15,61.36,19.89,13.32,69.94,0,monsoon,2026-07-13T20:06:41.961634
22.56,90.4,71.88,15.27,30.64,76.09,0,monsoon,2026-07-13T20:14:41.961634
23.32,100.0,55.54,20.29,42.17,33.86,1,monsoon,2026-07-13T20:22:41.961634
8.73,62.05720154691798,88.02,23.66,23.49,61.16948908374668,0,monsoon,2026-07-13T20:30:41.961634
26.39,96.53,73.87,31.96,42.61,45.61,0,monsoon,2026-07-13T20:38:41.961634
23.07,90.74,83.19,63.09,3.97,61.84,0,monsoon,2026-07-13T20:46:41.961634
22.67,91.35,70.67,41.38,31.44,78.69,0,monsoon,2026-07-13T20:54:41.961634
7.66,54.79865527361066,51.64,51.68,33.96,69.95010093916825,0,monsoon,2026-07-13T21:02:41.961634
22.53,98.7,57.28,23.1,17.83,64.07,0,monsoon,2026-07-13T21:10:41.961634
21.95,99.98,93.29,41.95,31.58,80.47,1,monsoon,2026-07-13T21:18:41.961634
25.32,91.11,66.73,51.15,9.46,68.39,0,monsoon,2026-07-13T21:26:41.961634
25.46,89.87,61.21,53.65,24.04,43.95,0,monsoon,2026-07-13T21:34:41.961634
25.89,100.0,61.57,29.82,32.43,51.23,0,monsoon,2026-07-13T21:42:41.961634
22.4,100.0,67.54,18.75,47.56,64.26,0,monsoon,2026-07-13T21:50:41.961634
11.32,58.52424334392201,69.8,57.36,17.0,88.53358735031371,0,monsoon,2026-07-13T21:58:41.961634
26.29,90.81,75.58,16.0,47.15,39.24,1,monsoon,2026-07-13T22:06:41.961634
26.16,100.0,59.26,30.33,6.83,54.72,0,monsoon,2026-07-13T22:14:41.961634
26.25,88.6,78.49,39.13,28.14,65.1,0,monsoon,2026-07-13T22:22:41.961634
22.92,88.35,74.12,37.31,48.46,48.5,0,monsoon,2026-07-13T22:30:41.961634
23.92,100.0,77.6,45.69,0.83,36.08,1,monsoon,2026-07-13T22:38:41.961634
24.91,96.51,92.85,52.45,44.22,49.05,0,monsoon,2026-07-13T22:46:41.961634
26.55,87.16,85.5,14.25,44.75,40.73,0,monsoon,2026-07-13T22:54:41.961634
26.83,95.72,60.38,20.49,15.41,51.43,0,monsoon,2026-07-13T23:02:41.961634
21.66,96.58,63.67,50.57,44.95,46.93,0,monsoon,2026-07-13T23:10:41.961634
26.18,89.89,83.32,62.15,30.62,63.0,0,monsoon,2026-07-13T23:18:41.961634
24.31,91.4,62.46,18.02,15.79,61.13,0,monsoon,2026-07-13T23:26:41.961634
24.76,92.55,58.31,17.34,19.21,26.31,0,monsoon,2026-07-13T23:34:41.961634
23.05,88.77,58.2,20.1,33.12,65.39,1,monsoon,2026-07-13T23:42:41.961634
21.73,95.69,74.92,18.73,7.25,66.61,0,monsoon,2026-07-13T23:50:41.961634
23.74,92.67,55.01,15.41,44.7,45.51,0,monsoon,2026-07-13T23:58:41.961634
22.38,89.55,82.15,20.13,17.97,74.72,1,monsoon,2026-07-14T00:06:41.961634
22.88,98.24,68.19,13.71,47.99,61.11,0,monsoon,2026-07-14T00:14:41.961634
21.95,87.53,75.48,31.08,5.45,50.14,0,monsoon,2026-07-14T00:22:41.961634
41.56,61.79063785394812,56.22,17.0,8.41,87.30830844165746,0,monsoon,2026-07-14T00:30:41.961634
23.73,94.12,68.0,26.36,13.84,43.49,0,monsoon,2026-07-14T00:38:41.961634
26.66,91.01,55.75,34.67,46.97,51.25,0,monsoon,2026-07-14T00:46:41.961634
26.15,94.11,74.56,38.66,22.44,71.53,1,monsoon,2026-07-14T00:54:41.961634
25.38,100.0,77.34,33.34,49.2,28.87,0,monsoon,2026-07-14T01:02:41.961634
25.09,90.77,70.13,17.72,46.25,51.93,0,monsoon,2026-07-14T01:10:41.961634
24.97,90.83,58.71,43.79,44.65,50.71,0,monsoon,2026-07-14T01:18:41.961634
21.66,89.32,61.23,35.76,6.77,51.56,0,monsoon,2026-07-14T01:26:41.961634
21.88,88.66,68.33,54.47,48.99,63.18,0,monsoon,2026-07-14T01:34:41.961634
6.68,61.14920446817658,77.3,56.12,9.44,69.33460898466717,1,monsoon,2026-07-14T01:42:41.961634
37.239999999999995,56.76147846693756,68.14,35.25,43.14,106.68358173603036,1,monsoon,2026-07-14T01:50:41.961634
26.57,99.84,59.69,14.44,41.12,36.12,0,monsoon,2026-07-14T01:58:41.961634
23.27,90.21,86.57,30.63,42.37,42.38,0,monsoon,2026-07-14T02:06:41.961634
21.78,90.4,57.62,21.36,23.32,44.79,1,monsoon,2026-07-14T02:14:41.961634
26.05,89.48,53.08,40.87,36.81,80.79,0,monsoon,2026-07-14T02:22:41.961634
24.97,96.23,70.51,48.57,39.66,29.65,0,monsoon,2026-07-14T02:30:41.961634
21.37,100.0,85.92,52.22,35.48,60.0,0,monsoon,2026-07-14T02:38:41.961634
24.42,90.17,64.12,44.15,36.1,42.24,1,monsoon,2026-07-14T02:46:41.961634
22.72,100.0,47.7,43.16,3.94,47.26,1,monsoon,2026-07-14T02:54:41.961634
22.39,96.23,55.88,38.87,30.93,27.85,0,monsoon,2026-07-14T03:02:41.961634
21.31,100.0,55.47,54.38,39.03,67.71,1,monsoon,2026-07-14T03:10:41.961634
25.78,88.42,90.81,22.09,32.92,79.99,0,monsoon,2026-07-14T03:18:41.961634
23.95,91.44,86.46,18.6,24.85,25.55,0,monsoon,2026-07-14T03:26:41.961634
23.65,100.0,62.21,57.86,20.16,28.87,0,monsoon,2026-07-14T03:34:41.961634
23.02,100.0,79.58,46.96,4.75,76.27,0,monsoon,2026-07-14T03:42:41.961634
24.94,97.75,60.74,42.17,23.21,81.67,0,monsoon,2026-07-14T03:50:41.961634
24.99,90.49,76.75,56.49,32.11,75.17,0,monsoon,2026-07-14T03:58:41.961634
24.87,100.0,79.32,56.47,38.96,42.32,0,monsoon,2026-07-14T04:06:41.961634
25.29,88.87,48.98,25.61,3.91,76.72,0,monsoon,2026-07-14T04:14:41.961634
25.41,88.13,86.52,48.3,16.31,65.62,1,monsoon,2026-07-14T04:22:41.961634
26.98,100.0,77.59,14.53,20.35,53.68,0,monsoon,2026-07-14T04:30:41.961634
26.52,96.29,91.82,59.84,46.39,50.35,0,monsoon,2026-07-14T04:38:41.961634
25.54,99.26,52.67,13.55,29.16,35.38,1,monsoon,2026-07-14T04:46:41.961634
25.77,92.59,63.13,23.09,1.24,52.14,0,monsoon,2026-07-14T04:54:41.961634
23.75,95.39,67.59,22.18,7.23,84.84,0,monsoon,2026-07-14T05:02:41.961634
25.75,87.95,65.67,49.57,16.25,45.66,0,monsoon,2026-07-14T05:10:41.961634
22.48,100.0,83.53,13.36,5.02,64.45,0,monsoon,2026-07-14T05:18:41.961634
25.27,88.22,69.21,57.86,36.05,73.64,1,monsoon,2026-07-14T05:26:41.961634
22.08,90.3,49.58,47.69,2.62,31.42,0,monsoon,2026-07-14T05:34:41.961634
21.58,96.63,55.22,34.59,2.23,67.31,0,monsoon,2026-07-14T05:42:41.961634
25.85,87.3,83.66,42.6,18.54,81.33,1,monsoon,2026-07-14T05:50:41.961634
21.64,99.43,73.17,36.07,35.37,50.69,0,monsoon,2026-07-14T05:58:41.961634
27.01,78.61,80.2,40.34,407.17,40.65,1,monsoon,2026-07-14T06:06:41.961634
29.98,86.05,68.15,29.07,722.52,56.82,1,monsoon,2026-07-14T06:14:41.961634
28.36,74.59,51.05,45.53,653.89,46.24,0,monsoon,2026-07-14T06:22:41.961634
45.97,48.41306817067729,74.03,23.77,302.08,97.01515347169513,1,monsoon,2026-07-14T06:30:41.961634
31.07,86.41,59.98,41.41,569.6,35.3,0,monsoon,2026-07-14T06:38:41.961634
12.670000000000002,40.5685503548688,86.4,45.74,356.66,68.71850771582163,0,monsoon,2026-07-14T06:46:41.961634
27.22,86.35,73.09,53.99,513.89,73.92,1,monsoon,2026-07-14T06:54:41.961634
30.52,75.13,80.41,55.23,658.93,29.83,1,monsoon,2026-07-14T07:02:41.961634
26.54,81.03,66.86,50.96,754.4,71.14,0,monsoon,2026-07-14T07:10:41.961634
30.15,82.65,93.3,32.96,967.08,59.34,0,monsoon,2026-07-14T07:18:41.961634
27.66,72.68,52.28,22.15,772.74,33.34,1,monsoon,2026-07-14T07:26:41.961634
28.19,74.8,83.87,23.42,301.43,65.17,1,monsoon,2026-07-14T07:34:41.961634
26.09,82.78,91.36,49.2,845.73,64.58,0,monsoon,2026-07-14T07:42:41.961634
29.09,85.96,58.66,45.88,628.3,35.72,0,monsoon,2026-07-14T07:50:41.961634
31.55,87.44,83.71,34.47,771.08,71.24,0,monsoon,2026-07-14T07:58:41.961634
27.76,79.91,65.36,25.86,502.72,63.44,0,monsoon,2026-07-14T08:06:41.961634
28.3,84.51,80.53,46.87,813.01,68.82,1,monsoon,2026-07-14T08:14:41.961634
27.9,77.31,68.21,31.33,363.46,68.94,0,monsoon,2026-07-14T08:22:41.961634
31.42,75.79,56.01,59.13,576.86,27.6,1,monsoon,2026-07-14T08:30:41.961634
26.77,76.32,83.14,12.6,399.53,71.95,0,monsoon,2026-07-14T08:38:41.961634
31.86,83.52,55.89,41.84,903.2,72.52,0,monsoon,2026-07-14T08:46:41.961634
27.5,81.67,83.23,35.22,578.32,74.53,0,monsoon,2026-07-14T08:54:41.961634
