gbif_id,scientific_name,generic_name,specific_epithet,latitude,longitude,event_date,country,state_province,locality,coordinate_uncertainty_m,basis_of_record,target_habitat,common_name
6130052940,Ardea cinerea,Ardea,cinerea,18.644014,73.809517,2026-01-14T09:21:51,India,Maharashtra,"Ayukta Bungalow Pimpri, Telco Quality Aid Center, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130097324,Ardea cinerea,Ardea,cinerea,21.602366,72.070824,2026-01-11T16:38:14,India,Gujarat,"Khokhara Road, Bhavnagar, Gujarat, IN",618.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130164512,Ardea cinerea,Ardea,cinerea,23.22004,77.367076,2026-01-25T10:54:34,India,Madhya Pradesh,"Lake Drive, Bhopal, Madhya Pradesh, IN",3.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130171329,Ardea cinerea,Ardea,cinerea,19.898833,85.449718,2026-01-10T15:07,India,Odisha,"Khordha, Odisha, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130230198,Ardea cinerea,Ardea,cinerea,19.013656,73.010592,2026-01-19T10:02:34,India,Maharashtra,"Podar International School, Seawoods, Seawoods West, Karave Village, Sector 36, Seawoods, Navi Mumbai, Maharashtra 400706, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130290735,Ardea cinerea,Ardea,cinerea,10.064205,76.250869,2026-01-11T08:36,India,Kerala,"3772+M8Q, Paliyam Thuruthu Rd, Paliyamthuruthu Ward, Pizhala, Ernakulam, Kerala 682027, India",987.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130294022,Ardea cinerea,Ardea,cinerea,13.076044,77.673668,2026-01-18T02:49,India,Karnataka,"Bengaluru, Karnataka, India",244.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130315125,Ardea cinerea,Ardea,cinerea,18.287435,74.788228,2026-01-18T15:04,India,Maharashtra,"Pune Division, Maharashtra, India",2589.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130333479,Ardea cinerea,Ardea,cinerea,18.287435,74.788228,2026-01-18T15:55,India,Maharashtra,"Pune Division, Maharashtra, India",2589.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130365378,Ardea cinerea,Ardea,cinerea,10.010875,76.215773,2026-01-11T11:17,India,Kerala,"Puthuvype Beach, India",1292.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130370694,Ardea cinerea,Ardea,cinerea,12.983316,77.496685,2026-01-18T08:48:10,India,Karnataka,"Karnataka, IN",31057.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130378753,Ardea cinerea,Ardea,cinerea,12.855497,79.359665,2026-01-10,India,Tamil Nadu,Ladavaram Lake,20.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130379586,Ardea cinerea,Ardea,cinerea,19.894777,85.443562,2026-01-09T14:30,India,Odisha,"Khordha, Odisha, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130399541,Ardea cinerea,Ardea,cinerea,19.899288,85.448085,2026-01-10T15:34,India,Odisha,"Khordha, Odisha, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130407103,Ardea cinerea,Ardea,cinerea,12.772718,77.876257,2026-01-18T09:26:47,India,Tamil Nadu,"Kelavarapalli Dam, Tamil Nadu 635109, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130450138,Ardea cinerea,Ardea,cinerea,25.409937,81.851457,2026-01-20T11:30:38,India,Uttar Pradesh,"Shuats pond Prayagraj, Uttar Pradesh 211008, India",132.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130465297,Ardea cinerea,Ardea,cinerea,15.29364,73.909688,2026-01-07T12:21:56,India,Goa,"South Goa, Goa, IN",44.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130578770,Ardea cinerea,Ardea,cinerea,15.359879,76.436826,2026-01-08T18:24:36,India,Karnataka,"Kampasagar, Karnataka 583234, India",175.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130584682,Ardea cinerea,Ardea,cinerea,24.829989,76.271083,2026-01-18T11:20,India,Rajasthan,"R7JC+3GX, Barkheri, Rajasthan 325601, India",165607.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130588565,Ardea cinerea,Ardea,cinerea,12.946692,77.585322,2026-01-11T15:00:36,India,Karnataka,"WHWP+Q94 Lotus Pond, Mavalli, Bengaluru, Karnataka 560004, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130660186,Ardea cinerea,Ardea,cinerea,17.231583,79.076607,2026-01-18T15:09,India,Telangana,"Telangana, India",222.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130694230,Ardea cinerea,Ardea,cinerea,18.531973,73.814988,2026-01-18T08:07,India,Maharashtra,"Gokhalenagar, Pune, Maharashtra, India",15.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130703420,Ardea cinerea,Ardea,cinerea,22.317727,76.615386,2026-01-05T20:58,India,Madhya Pradesh,"Indore Division, Madhya Pradesh, India",244.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130741972,Ardea cinerea,Ardea,cinerea,12.183293,77.723447,2026-01-17T10:10:01,India,Tamil Nadu,"5PMF+G8, Biligundulu R.F., Tamil Nadu 635102, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130771952,Ardea cinerea,Ardea,cinerea,11.891788,77.771567,2026-01-15T16:18,India,Tamil Nadu,"VQRC+PJ8, Tamil Nadu 636303, India",206.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130803734,Ardea cinerea,Ardea,cinerea,25.409937,81.851457,2026-01-20T11:36:36,India,Uttar Pradesh,"Shuats pond Prayagraj, Uttar Pradesh 211008, India",132.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130804772,Ardea cinerea,Ardea,cinerea,19.15104,72.961931,2026-01-26T08:59,India,Maharashtra,Bhandup Pumping Station,939.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130832310,Ardea cinerea,Ardea,cinerea,18.179179,74.607797,2026-01-17T09:18,India,Maharashtra,"Baramati, Maharashtra, India",5024.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130838843,Ardea cinerea,Ardea,cinerea,25.413314,81.846528,2026-01-20T11:36:36,India,Uttar Pradesh,"Sam Higginbottom University of Agriculture, Technology and Sciences",244.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130840969,Ardea cinerea,Ardea,cinerea,12.787446,77.836083,2026-01-18T07:57:19,India,Tamil Nadu,"Eluvapalli, Tamil Nadu, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130879989,Ardea cinerea,Ardea,cinerea,17.354353,78.451017,2026-01-17T13:43:14,India,Telangana,"Shabnam manzil, 19-2-81/23/55/A/16, Tadban, Kishan Bagh, Hyderabad, Telangana 500064, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130901303,Ardea cinerea,Ardea,cinerea,9.774673,76.294794,2026-01-16T17:34:34,India,Kerala,"Q7FV+XFV, Thuravoor Thekku, Kerala 688540, India",,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130915877,Ardea cinerea,Ardea,cinerea,12.918313,77.680097,2026-01-15T08:58,India,Karnataka,"Saul Kere, Kaikondrahalli, Bengaluru, Karnataka",384.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
6130947536,Ardea cinerea,Ardea,cinerea,18.534397,73.785292,2026-01-17T08:46:01,India,Maharashtra,Pashan Lake,576.0,HUMAN_OBSERVATION,Wular Lake Complex,Grey Heron
